"","Sampler","RasRes"
"238",1,158.72
"239",1,158.72
"240",1,158.72
"241",1,837.759999999998
"242",1,837.759999999998
"243",1,837.759999999998
"244",1,837.759999999998
"245",1,837.759999999998
"246",1,837.759999999998
"247",1,837.759999999998
"248",1,837.759999999998
"249",1,837.759999999998
"250",1,837.759999999998
"251",1,837.759999999998
"252",1,837.759999999998
"253",1,837.759999999998
"254",1,837.759999999998
"255",1,837.759999999998
"256",1,837.759999999998
"257",1,837.759999999998
"258",1,837.759999999998
"259",1,837.759999999998
"260",1,837.759999999998
"261",1,272.8
"262",1,272.8
"263",1,272.8
"264",1,272.8
"265",1,272.8
"266",1,272.8
"267",1,272.8
"268",1,272.8
"269",1,272.8
"270",1,272.8
"271",1,272.8
"272",1,272.8
"273",1,272.8
"274",1,272.8
"275",1,272.8
"276",1,272.8
"277",1,272.8
"278",1,272.8
"279",1,272.8
"280",1,272.8
"281",1,158.72
"282",1,158.72
"283",1,158.72
"284",1,158.72
"285",1,158.72
"286",1,158.72
"287",1,158.72
"288",1,158.72
"289",1,158.72
"290",1,158.72
"291",1,158.72
"292",1,158.72
"293",1,158.72
"294",1,158.72
"295",1,158.72
"296",1,158.72
"297",1,158.72
"298",1,158.72
"299",1,158.72
"300",1,158.72
"301",1,540.75
"302",1,540.75
"303",1,540.75
"304",1,540.75
"305",1,540.75
"306",1,540.75
"307",1,540.75
"308",1,540.75
"309",1,540.75
"310",1,540.75
"311",1,540.75
"312",1,540.75
"313",1,540.75
"314",1,540.75
"315",1,540.75
"316",1,540.75
"317",1,540.75
"318",1,540.75
"319",1,540.75
"320",1,540.75
"321",1,158.72
"322",1,158.72
"323",1,158.72
"324",1,158.72
"325",1,158.72
"326",1,158.72
"327",1,158.72
"328",1,158.72
"329",1,158.72
"330",1,158.72
"331",1,158.72
"332",1,158.72
"333",1,158.72
"334",1,158.72
"335",1,158.72
"336",1,158.72
"337",1,158.72
"338",1,158.72
"339",1,158.72
"340",1,158.72
"341",1,924.07
"342",1,924.07
"343",1,924.07
"344",1,924.07
"345",1,924.07
"346",1,924.07
"347",1,924.07
"348",1,924.07
"349",1,924.07
"350",1,924.07
"351",1,924.07
"352",1,924.07
"353",1,924.07
"354",1,924.07
"355",1,924.07
"356",1,924.07
"357",1,924.07
"358",1,924.07
"359",1,924.07
"360",1,924.07
"361",1,441.869999999999
"362",1,441.869999999999
"363",1,441.869999999999
"364",1,441.869999999999
"365",1,441.869999999999
"366",1,441.869999999999
"367",1,441.869999999999
"368",1,441.869999999999
"369",1,441.869999999999
"370",1,441.869999999999
"371",1,441.869999999999
"372",1,441.869999999999
"373",1,441.869999999999
"374",1,441.869999999999
"375",1,441.869999999999
"376",1,441.869999999999
"377",1,441.869999999999
"378",1,441.869999999999
"379",1,441.869999999999
"380",1,441.869999999999
"381",1,822.360000000001
"382",1,822.360000000001
"383",1,822.360000000001
"384",1,822.360000000001
"385",1,822.360000000001
"386",1,822.360000000001
"387",1,822.360000000001
"388",1,822.360000000001
"389",1,822.360000000001
"390",1,822.360000000001
"391",1,822.360000000001
"392",1,822.360000000001
"393",1,822.360000000001
"394",1,822.360000000001
"395",1,822.360000000001
"396",1,822.360000000001
"397",1,822.360000000001
"398",1,822.360000000001
"399",1,822.360000000001
"400",1,822.360000000001
"401",1,914.859999999999
"402",1,914.859999999999
"403",1,914.859999999999
"404",1,914.859999999999
"405",1,914.859999999999
"406",1,914.859999999999
"407",1,914.859999999999
"408",1,914.859999999999
"409",1,914.859999999999
"410",1,914.859999999999
"411",1,914.859999999999
"412",1,914.859999999999
"413",1,914.859999999999
"414",1,914.859999999999
"415",1,914.859999999999
"416",1,914.859999999999
"417",1,914.859999999999
"418",1,914.859999999999
"419",1,914.859999999999
"420",1,914.859999999999
"421",1,914.759999999999
"422",1,914.759999999999
"423",1,914.759999999999
"424",1,914.759999999999
"425",1,914.759999999999
"426",1,914.759999999999
"427",1,914.759999999999
"428",1,914.759999999999
"429",1,914.759999999999
"430",1,914.759999999999
"431",1,914.759999999999
"432",1,914.759999999999
"433",1,914.759999999999
"434",1,914.759999999999
"435",1,914.759999999999
"436",1,914.759999999999
"437",1,914.759999999999
"438",1,914.759999999999
"439",1,914.759999999999
"440",1,914.759999999999
"441",1,794.64
"442",1,794.64
"443",1,794.64
"444",1,794.64
"445",1,794.64
"446",1,794.64
"447",1,794.64
"448",1,794.64
"449",1,794.64
"450",1,794.64
"451",1,794.64
"452",1,794.64
"453",1,794.64
"454",1,794.64
"455",1,794.64
"456",1,794.64
"457",1,794.64
"458",1,794.64
"459",1,794.64
"460",1,794.64
"461",1,141.979999999999
"462",1,141.979999999999
"463",1,141.979999999999
"464",1,141.979999999999
"465",1,141.979999999999
"466",1,141.979999999999
"467",1,141.979999999999
"468",1,141.979999999999
"469",1,141.979999999999
"470",1,141.979999999999
"471",1,141.979999999999
"472",1,141.979999999999
"473",1,141.979999999999
"474",1,141.979999999999
"475",1,141.979999999999
"476",1,141.979999999999
"477",1,141.979999999999
"478",1,141.979999999999
"479",1,141.979999999999
"480",1,141.979999999999
"481",1,645.81
"482",1,645.81
"483",1,645.81
"484",1,645.81
"485",1,645.81
"486",1,645.81
"487",1,645.81
"488",1,645.81
"489",1,645.81
"490",1,645.81
"491",1,645.81
"492",1,645.81
"493",1,645.81
"494",1,645.81
"495",1,645.81
"496",1,645.81
"497",1,645.81
"498",1,645.81
"499",1,645.81
"500",1,645.81
"501",1,822.359999999998
"502",1,822.359999999998
"503",1,822.359999999998
"504",1,822.359999999998
"505",1,822.359999999998
"506",1,822.359999999998
"507",1,822.359999999998
"508",1,822.359999999998
"509",1,822.359999999998
"510",1,822.359999999998
"511",1,822.359999999998
"512",1,822.359999999998
"513",1,822.359999999998
"514",1,822.359999999998
"515",1,822.359999999998
"516",1,822.359999999998
"517",1,822.359999999998
"518",1,822.359999999998
"519",1,822.359999999998
"520",1,822.359999999998
"521",1,304.73
"522",1,304.73
"523",1,304.73
"524",1,304.73
"525",1,304.73
"526",1,304.73
"527",1,304.73
"528",1,304.73
"529",1,304.73
"530",1,304.73
"531",1,304.73
"532",1,304.73
"533",1,304.73
"534",1,304.73
"535",1,304.73
"536",1,304.73
"537",1,304.73
"538",1,304.73
"539",1,304.73
"540",1,304.73
"541",1,785.399999999999
"542",1,785.399999999999
"543",1,785.399999999999
"544",1,785.399999999999
"545",1,785.399999999999
"546",1,785.399999999999
"547",1,785.399999999999
"548",1,785.399999999999
"549",1,785.399999999999
"550",1,785.399999999999
"551",1,785.399999999999
"552",1,785.399999999999
"553",1,785.399999999999
"554",1,785.399999999999
"555",1,785.399999999999
"556",1,785.399999999999
"557",1,785.399999999999
"558",1,785.399999999999
"559",1,785.399999999999
"560",1,785.399999999999
"561",1,319.3
"562",1,319.3
"563",1,319.3
"564",1,319.3
"565",1,319.3
"566",1,319.3
"567",1,319.3
"568",1,319.3
"569",1,319.3
"570",1,319.3
"571",1,319.3
"572",1,319.3
"573",1,319.3
"574",1,319.3
"575",1,319.3
"576",1,319.3
"577",1,319.3
"578",1,319.3
"579",1,319.3
"580",1,319.3
"581",1,208.01
"582",1,208.01
"583",1,208.01
"584",1,208.01
"585",1,208.01
"586",1,208.01
"587",1,208.01
"588",1,208.01
"589",1,208.01
"590",1,208.01
"591",1,208.01
"592",1,208.01
"593",1,208.01
"594",1,208.01
"595",1,208.01
"596",1,208.01
"597",1,208.01
"598",1,208.01
"599",1,208.01
"600",1,208.01
"601",1,472.769999999999
"602",1,472.769999999999
"603",1,472.769999999999
"604",1,472.769999999999
"605",1,472.769999999999
"606",1,472.769999999999
"607",1,472.769999999999
"608",1,472.769999999999
"609",1,472.769999999999
"610",1,472.769999999999
"611",1,472.769999999999
"612",1,472.769999999999
"613",1,472.769999999999
"614",1,472.769999999999
"615",1,472.769999999999
"616",1,472.769999999999
"617",1,472.769999999999
"618",1,472.769999999999
"619",1,472.769999999999
"620",1,472.769999999999
"621",1,426.42
"622",1,426.42
"623",1,426.42
"624",1,426.42
"625",1,426.42
"626",1,426.42
"627",1,426.42
"628",1,426.42
"629",1,426.42
"630",1,426.42
"631",1,426.42
"632",1,426.42
"633",1,426.42
"634",1,426.42
"635",1,426.42
"636",1,426.42
"637",1,426.42
"638",1,426.42
"639",1,426.42
"640",1,426.42
"641",1,175.15
"642",1,175.15
"643",1,175.15
"644",1,175.15
"645",1,175.15
"646",1,175.15
"647",1,175.15
"648",1,175.15
"649",1,175.15
"650",1,175.15
"651",1,175.15
"652",1,175.15
"653",1,175.15
"654",1,175.15
"655",1,175.15
"656",1,175.15
"657",1,175.15
"658",1,175.15
"659",1,175.15
"660",1,175.15
"661",1,528.390000000001
"662",1,528.390000000001
"663",1,528.390000000001
"664",1,528.390000000001
"665",1,528.390000000001
"666",1,528.390000000001
"667",1,528.390000000001
"668",1,528.390000000001
"669",1,528.390000000001
"670",1,528.390000000001
"671",1,528.390000000001
"672",1,528.390000000001
"673",1,528.390000000001
"674",1,528.390000000001
"675",1,528.390000000001
"676",1,528.390000000001
"677",1,528.390000000001
"678",1,528.390000000001
"679",1,528.390000000001
"680",1,528.390000000001
"681",1,874.719999999998
"682",1,874.719999999998
"683",1,874.719999999998
"684",1,874.719999999998
"685",1,874.719999999998
"686",1,874.719999999998
"687",1,874.719999999998
"688",1,874.719999999998
"689",1,874.719999999998
"690",1,874.719999999998
"691",1,874.719999999998
"692",1,874.719999999998
"693",1,874.719999999998
"694",1,874.719999999998
"695",1,874.719999999998
"696",1,874.719999999998
"697",1,874.719999999998
"698",1,874.719999999998
"699",1,874.719999999998
"700",1,874.719999999998
"701",1,921
"702",1,921
"703",1,921
"704",1,921
"705",1,921
"706",1,921
"707",1,921
"708",1,921
"709",1,921
"710",1,921
"711",1,921
"712",1,921
"713",1,921
"714",1,921
"715",1,921
"716",1,921
"717",1,921
"718",1,921
"719",1,921
"720",1,921
"721",1,457.319999999999
"722",1,457.319999999999
"723",1,457.319999999999
"724",1,457.319999999999
"725",1,457.319999999999
"726",1,457.319999999999
"727",1,457.319999999999
"728",1,457.319999999999
"729",1,457.319999999999
"730",1,457.319999999999
"731",1,457.319999999999
"732",1,457.319999999999
"733",1,457.319999999999
"734",1,457.319999999999
"735",1,457.319999999999
"736",1,457.319999999999
"737",1,457.319999999999
"738",1,457.319999999999
"739",1,457.319999999999
"740",1,457.319999999999
"741",1,837.759999999999
"742",1,837.759999999999
"743",1,837.759999999999
"744",1,837.759999999999
"745",1,837.759999999999
"746",1,837.759999999999
"747",1,837.759999999999
"748",1,837.759999999999
"749",1,837.759999999999
"750",1,837.759999999999
"751",1,837.759999999999
"752",1,837.759999999999
"753",1,837.759999999999
"754",1,837.759999999999
"755",1,837.759999999999
"756",1,837.759999999999
"757",1,837.759999999999
"758",1,837.759999999999
"759",1,837.759999999999
"760",1,837.759999999999
"761",1,948.63
"762",1,948.63
"763",1,948.63
"764",1,948.63
"765",1,948.63
"766",1,948.63
"767",1,948.63
"768",1,948.63
"769",1,948.63
"770",1,948.63
"771",1,948.63
"772",1,948.63
"773",1,948.63
"774",1,948.63
"775",1,948.63
"776",1,948.63
"777",1,948.63
"778",1,948.63
"779",1,948.63
"780",1,948.63
"781",1,191.58
"782",1,191.58
"783",1,191.58
"784",1,191.58
"785",1,191.58
"786",1,191.58
"787",1,191.58
"788",1,191.58
"789",1,191.58
"790",1,191.58
"791",1,191.58
"792",1,191.58
"793",1,191.58
"794",1,191.58
"795",1,191.58
"796",1,191.58
"797",1,191.58
"798",1,191.58
"799",1,191.58
"800",1,191.58
"801",1,822.359999999998
"802",1,822.359999999998
"803",1,822.359999999998
"804",1,822.359999999998
"805",1,822.359999999998
"806",1,822.359999999998
"807",1,822.359999999998
"808",1,822.359999999998
"809",1,822.359999999998
"810",1,822.359999999998
"811",1,822.359999999998
"812",1,822.359999999998
"813",1,822.359999999998
"814",1,822.359999999998
"815",1,822.359999999998
"816",1,822.359999999998
"817",1,822.359999999998
"818",1,822.359999999998
"819",1,822.359999999998
"820",1,822.359999999998
"821",1,714.560000000002
"822",1,714.560000000002
"823",1,714.560000000002
"824",1,714.560000000002
"825",1,714.560000000002
"826",1,714.560000000002
"827",1,714.560000000002
"828",1,714.560000000002
"829",1,714.560000000002
"830",1,714.560000000002
"831",1,714.560000000002
"832",1,714.560000000002
"833",1,714.560000000002
"834",1,714.560000000002
"835",1,714.560000000002
"836",1,714.560000000002
"837",1,714.560000000002
"838",1,714.560000000002
"839",1,714.560000000002
"840",1,714.560000000002
"841",1,822.360000000001
"842",1,822.360000000001
"843",1,822.360000000001
"844",1,822.360000000001
"845",1,822.360000000001
"846",1,822.360000000001
"847",1,822.360000000001
"848",1,822.360000000001
"849",1,822.360000000001
"850",1,822.360000000001
"851",1,822.360000000001
"852",1,822.360000000001
"853",1,822.360000000001
"854",1,822.360000000001
"855",1,822.360000000001
"856",1,822.360000000001
"857",1,822.360000000001
"858",1,822.360000000001
"859",1,822.360000000001
"860",1,822.360000000001
"861",1,384.4
"862",1,384.4
"863",1,384.4
"864",1,384.4
"865",1,384.4
"866",1,384.4
"867",1,384.4
"868",1,384.4
"869",1,384.4
"870",1,384.4
"871",1,384.4
"872",1,384.4
"873",1,384.4
"874",1,384.4
"875",1,384.4
"876",1,384.4
"877",1,384.4
"878",1,384.4
"879",1,384.4
"880",1,384.4
"881",1,621.089999999998
"882",1,621.089999999998
"883",1,621.089999999998
"884",1,621.089999999998
"885",1,621.089999999998
"886",1,621.089999999998
"887",1,621.089999999998
"888",1,621.089999999998
"889",1,621.089999999998
"890",1,621.089999999998
"891",1,621.089999999998
"892",1,621.089999999998
"893",1,621.089999999998
"894",1,621.089999999998
"895",1,621.089999999998
"896",1,621.089999999998
"897",1,621.089999999998
"898",1,621.089999999998
"899",1,621.089999999998
"900",1,621.089999999998
"901",1,874.719999999998
"902",1,874.719999999998
"903",1,874.719999999998
"904",1,874.719999999998
"905",1,874.719999999998
"906",1,874.719999999998
"907",1,874.719999999998
"908",1,874.719999999998
"909",1,874.719999999998
"910",1,874.719999999998
"911",1,874.719999999998
"912",1,874.719999999998
"913",1,874.719999999998
"914",1,874.719999999998
"915",1,874.719999999998
"916",1,874.719999999998
"917",1,874.719999999998
"918",1,874.719999999998
"919",1,874.719999999998
"920",1,874.719999999998
"921",1,745.360000000001
"922",1,745.360000000001
"923",1,745.360000000001
"924",1,745.360000000001
"925",1,745.360000000001
"926",1,745.360000000001
"927",1,745.360000000001
"928",1,745.360000000001
"929",1,745.360000000001
"930",1,745.360000000001
"931",1,745.360000000001
"932",1,745.360000000001
"933",1,745.360000000001
"934",1,745.360000000001
"935",1,745.360000000001
"936",1,745.360000000001
"937",1,745.360000000001
"938",1,745.360000000001
"939",1,745.360000000001
"940",1,745.360000000001
"941",1,512.940000000002
"942",1,512.940000000002
"943",1,512.940000000002
"944",1,512.940000000002
"945",1,512.940000000002
"946",1,512.940000000002
"947",1,512.940000000002
"948",1,512.940000000002
"949",1,512.940000000002
"950",1,512.940000000002
"951",1,512.940000000002
"952",1,512.940000000002
"953",1,512.940000000002
"954",1,512.940000000002
"955",1,512.940000000002
"956",1,512.940000000002
"957",1,512.940000000002
"958",1,512.940000000002
"959",1,512.940000000002
"960",1,512.940000000002
"961",1,933.28
"962",1,933.28
"963",1,933.28
"964",1,933.28
"965",1,933.28
"966",1,933.28
"967",1,933.28
"968",1,933.28
"969",1,933.28
"970",1,933.28
"971",1,933.28
"972",1,933.28
"973",1,933.28
"974",1,933.28
"975",1,933.28
"976",1,933.28
"977",1,933.28
"978",1,933.28
"979",1,933.28
"980",1,933.28
"981",1,584.010000000002
"982",1,584.010000000002
"983",1,584.010000000002
"984",1,584.010000000002
"985",1,584.010000000002
"986",1,584.010000000002
"987",1,584.010000000002
"988",1,584.010000000002
"989",1,584.010000000002
"990",1,584.010000000002
"991",1,584.010000000002
"992",1,584.010000000002
"993",1,584.010000000002
"994",1,584.010000000002
"995",1,584.010000000002
"996",1,584.010000000002
"997",1,584.010000000002
"998",1,584.010000000002
"999",1,584.010000000002
"1000",1,584.010000000002
"1001",1,670.53
"1002",1,670.53
"1003",1,670.53
"1004",1,670.53
"1005",1,670.53
"1006",1,670.53
"1007",1,670.53
"1008",1,670.53
"1009",1,670.53
"1010",1,670.53
"1011",1,670.53
"1012",1,670.53
"1013",1,670.53
"1014",1,670.53
"1015",1,670.53
"1016",1,670.53
"1017",1,670.53
"1018",1,670.53
"1019",1,670.53
"1020",1,670.53
"1021",1,828.520000000001
"1022",1,828.520000000001
"1023",1,828.520000000001
"1024",1,828.520000000001
"1025",1,828.520000000001
"1026",1,828.520000000001
"1027",1,828.520000000001
"1028",1,828.520000000001
"1029",1,828.520000000001
"1030",1,828.520000000001
"1031",1,828.520000000001
"1032",1,828.520000000001
"1033",1,828.520000000001
"1034",1,828.520000000001
"1035",1,828.520000000001
"1036",1,828.520000000001
"1037",1,828.520000000001
"1038",1,828.520000000001
"1039",1,828.520000000001
"1040",1,828.520000000001
"1041",1,921
"1042",1,921
"1043",1,921
"1044",1,921
"1045",1,921
"1046",1,921
"1047",1,921
"1048",1,921
"1049",1,921
"1050",1,921
"1051",1,921
"1052",1,921
"1053",1,921
"1054",1,921
"1055",1,921
"1056",1,921
"1057",1,921
"1058",1,921
"1059",1,921
"1060",1,921
"1061",1,865.480000000001
"1062",1,865.480000000001
"1063",1,865.480000000001
"1064",1,865.480000000001
"1065",1,865.480000000001
"1066",1,865.480000000001
"1067",1,865.480000000001
"1068",1,865.480000000001
"1069",1,865.480000000001
"1070",1,865.480000000001
"1071",1,865.480000000001
"1072",1,865.480000000001
"1073",1,865.480000000001
"1074",1,865.480000000001
"1075",1,865.480000000001
"1076",1,865.480000000001
"1077",1,865.480000000001
"1078",1,865.480000000001
"1079",1,865.480000000001
"1080",1,865.480000000001
"1081",1,948.63
"1082",1,948.63
"1083",1,948.63
"1084",1,948.63
"1085",1,948.63
"1086",1,948.63
"1087",1,948.63
"1088",1,948.63
"1089",1,948.63
"1090",1,948.63
"1091",1,948.63
"1092",1,948.63
"1093",1,948.63
"1094",1,948.63
"1095",1,948.63
"1096",1,948.63
"1097",1,948.63
"1098",1,948.63
"1099",1,948.63
"1100",1,948.63
"1101",1,528.389999999998
"1102",1,528.389999999998
"1103",1,528.389999999998
"1104",1,528.389999999998
"1105",1,528.389999999998
"1106",1,528.389999999998
"1107",1,528.389999999998
"1108",1,528.389999999998
"1109",1,528.389999999998
"1110",1,528.389999999998
"1111",1,528.389999999998
"1112",1,528.389999999998
"1113",1,528.389999999998
"1114",1,528.389999999998
"1115",1,528.389999999998
"1116",1,528.389999999998
"1117",1,528.389999999998
"1118",1,528.389999999998
"1119",1,528.389999999998
"1120",1,528.389999999998
"1121",1,843.92
"1122",1,843.92
"1123",1,843.92
"1124",1,843.92
"1125",1,843.92
"1126",1,843.92
"1127",1,843.92
"1128",1,843.92
"1129",1,843.92
"1130",1,843.92
"1131",1,843.92
"1132",1,843.92
"1133",1,843.92
"1134",1,843.92
"1135",1,843.92
"1136",1,843.92
"1137",1,843.92
"1138",1,843.92
"1139",1,843.92
"1140",1,843.92
"1141",1,288.92
"1142",1,288.92
"1143",1,288.92
"1144",1,288.92
"1145",1,288.92
"1146",1,288.92
"1147",1,288.92
"1148",1,288.92
"1149",1,288.92
"1150",1,288.92
"1151",1,288.92
"1152",1,288.92
"1153",1,288.92
"1154",1,288.92
"1155",1,288.92
"1156",1,288.92
"1157",1,288.92
"1158",1,288.92
"1159",1,288.92
"1160",1,288.92
"1161",1,337.9
"1162",1,337.9
"1163",1,337.9
"1164",1,337.9
"1165",1,337.9
"1166",1,337.9
"1167",1,337.9
"1168",1,337.9
"1169",1,337.9
"1170",1,337.9
"1171",1,337.9
"1172",1,337.9
"1173",1,337.9
"1174",1,337.9
"1175",1,337.9
"1176",1,337.9
"1177",1,337.9
"1178",1,337.9
"1179",1,337.9
"1180",1,337.9
"1181",1,837.759999999999
"1182",1,837.759999999999
"1183",1,837.759999999999
"1184",1,837.759999999999
"1185",1,837.759999999999
"1186",1,837.759999999999
"1187",1,837.759999999999
"1188",1,837.759999999999
"1189",1,837.759999999999
"1190",1,837.759999999999
"1191",1,837.759999999999
"1192",1,837.759999999999
"1193",1,837.759999999999
"1194",1,837.759999999999
"1195",1,837.759999999999
"1196",1,837.759999999999
"1197",1,837.759999999999
"1198",1,837.759999999999
"1199",1,837.759999999999
"1200",1,837.759999999999
"1201",1,457.32
"1202",1,457.32
"1203",1,457.32
"1204",1,457.32
"1205",1,457.32
"1206",1,457.32
"1207",1,457.32
"1208",1,457.32
"1209",1,457.32
"1210",1,457.32
"1211",1,457.32
"1212",1,457.32
"1213",1,457.32
"1214",1,457.32
"1215",1,457.32
"1216",1,457.32
"1217",1,457.32
"1218",1,457.32
"1219",1,457.32
"1220",1,457.32
"1221",1,905.65
"1222",1,905.65
"1223",1,905.65
"1224",1,905.65
"1225",1,905.65
"1226",1,905.65
"1227",1,905.65
"1228",1,905.65
"1229",1,905.65
"1230",1,905.65
"1231",1,905.65
"1232",1,905.65
"1233",1,905.65
"1234",1,905.65
"1235",1,905.65
"1236",1,905.65
"1237",1,905.65
"1238",1,905.65
"1239",1,905.65
"1240",1,905.65
"1241",1,853.16
"1242",1,853.16
"1243",1,853.16
"1244",1,853.16
"1245",1,853.16
"1246",1,853.16
"1247",1,853.16
"1248",1,853.16
"1249",1,853.16
"1250",1,853.16
"1251",1,853.16
"1252",1,853.16
"1253",1,853.16
"1254",1,853.16
"1255",1,853.16
"1256",1,853.16
"1257",1,853.16
"1258",1,853.16
"1259",1,853.16
"1260",1,853.16
"1261",1,930.210000000001
"1262",1,930.210000000001
"1263",1,930.210000000001
"1264",1,930.210000000001
"1265",1,930.210000000001
"1266",1,930.210000000001
"1267",1,930.210000000001
"1268",1,930.210000000001
"1269",1,930.210000000001
"1270",1,930.210000000001
"1271",1,930.210000000001
"1272",1,930.210000000001
"1273",1,930.210000000001
"1274",1,930.210000000001
"1275",1,930.210000000001
"1276",1,930.210000000001
"1277",1,930.210000000001
"1278",1,930.210000000001
"1279",1,930.210000000001
"1280",1,930.210000000001
"1281",1,682.890000000002
"1282",1,682.890000000002
"1283",1,682.890000000002
"1284",1,682.890000000002
"1285",1,682.890000000002
"1286",1,682.890000000002
"1287",1,682.890000000002
"1288",1,682.890000000002
"1289",1,682.890000000002
"1290",1,682.890000000002
"1291",1,682.890000000002
"1292",1,682.890000000002
"1293",1,682.890000000002
"1294",1,682.890000000002
"1295",1,682.890000000002
"1296",1,682.890000000002
"1297",1,682.890000000002
"1298",1,682.890000000002
"1299",1,682.890000000002
"1300",1,682.890000000002
"1301",1,930.210000000001
"1302",1,930.210000000001
"1303",1,930.210000000001
"1304",1,930.210000000001
"1305",1,930.210000000001
"1306",1,930.210000000001
"1307",1,930.210000000001
"1308",1,930.210000000001
"1309",1,930.210000000001
"1310",1,930.210000000001
"1311",1,930.210000000001
"1312",1,930.210000000001
"1313",1,930.210000000001
"1314",1,930.210000000001
